Unnamed: 0,Symbol,ISIN,Trade Date,Exchange,Segment,Series,Trade Type,Auction,Quantity,Price,Trade ID,Order ID,Order Execution Time,Trade Value,Hour
,THYROCARE,INE594H01019,2022-12-22,NSE,EQ,EQ,buy,False,7,709.4,75739731,1300000003117304,2022-12-22T09:32:33,4965.8,9
,THYROCARE,INE594H01019,2022-12-22,NSE,EQ,EQ,buy,False,4,709.4,75739732,1300000003117304,2022-12-22T09:32:33,2837.6,9
,THYROCARE,INE594H01019,2022-12-22,NSE,EQ,EQ,buy,False,25,709.45,75739733,1300000003117304,2022-12-22T09:32:33,17736.25,9
,THYROCARE,INE594H01019,2022-12-22,NSE,EQ,EQ,buy,False,11,709.45,75739734,1300000003117304,2022-12-22T09:32:33,7803.950000000001,9
,THYROCARE,INE594H01019,2022-12-22,NSE,EQ,EQ,buy,False,30,709.45,75739735,1300000003117304,2022-12-22T09:32:33,21283.5,9
,FINPIPE,INE183A01024,2022-12-22,NSE,EQ,EQ,buy,False,141,179.95,26007301,1100000004957833,2022-12-22T09:43:01,25372.949999999997,9
,FINPIPE,INE183A01024,2022-12-22,NSE,EQ,EQ,buy,False,183,179.95,26007302,1100000004957833,2022-12-22T09:43:01,32930.85,9
,FINPIPE,INE183A01024,2022-12-22,NSE,EQ,EQ,buy,False,368,180.0,26007303,1100000004957833,2022-12-22T09:43:01,66240.0,9
,FINPIPE,INE183A01024,2022-12-22,NSE,EQ,EQ,buy,False,27,179.9,26007295,1100000004957833,2022-12-22T09:43:01,4857.3,9
,FINPIPE,INE183A01024,2022-12-22,NSE,EQ,EQ,buy,False,1,179.85,26007294,1100000004957833,2022-12-22T09:43:01,179.85,9
,FINPIPE,INE183A01024,2022-12-22,NSE,EQ,EQ,buy,False,33,179.85,26007293,1100000004957833,2022-12-22T09:43:01,5935.05,9
,FINPIPE,INE183A01024,2022-12-22,NSE,EQ,EQ,buy,False,30,179.85,26007292,1100000004957833,2022-12-22T09:43:01,5395.5,9
,THYROCARE,INE594H01019,2022-12-22,NSE,EQ,EQ,sell,False,8,746.5,76094674,1300000004634153,2022-12-22T09:43:01,5972.0,9
,FINPIPE,INE183A01024,2022-12-22,NSE,EQ,EQ,buy,False,33,179.8,26007291,1100000004957833,2022-12-22T09:43:01,5933.400000000001,9
,FINPIPE,INE183A01024,2022-12-22,NSE,EQ,EQ,buy,False,10,179.8,26007290,1100000004957833,2022-12-22T09:43:01,1798.0,9
,FINPIPE,INE183A01024,2022-12-22,NSE,EQ,EQ,buy,False,5,179.9,26007296,1100000004957833,2022-12-22T09:43:01,899.5,9
,FINPIPE,INE183A01024,2022-12-22,NSE,EQ,EQ,buy,False,70,179.9,26007297,1100000004957833,2022-12-22T09:43:01,12593.0,9
,FINPIPE,INE183A01024,2022-12-22,NSE,EQ,EQ,buy,False,147,179.9,26007298,1100000004957833,2022-12-22T09:43:01,26445.3,9
,FINPIPE,INE183A01024,2022-12-22,NSE,EQ,EQ,buy,False,50,179.95,26007299,1100000004957833,2022-12-22T09:43:01,8997.5,9
,THYROCARE,INE594H01019,2022-12-22,NSE,EQ,EQ,sell,False,4,747.05,76094662,1300000004634153,2022-12-22T09:43:01,2988.2,9
,THYROCARE,INE594H01019,2022-12-22,NSE,EQ,EQ,sell,False,4,746.9,76094664,1300000004634153,2022-12-22T09:43:01,2987.6,9
,THYROCARE,INE594H01019,2022-12-22,NSE,EQ,EQ,sell,False,5,746.9,76094665,1300000004634153,2022-12-22T09:43:01,3734.5,9
,THYROCARE,INE594H01019,2022-12-22,NSE,EQ,EQ,sell,False,4,746.8,76094666,1300000004634153,2022-12-22T09:43:01,2987.2,9
,THYROCARE,INE594H01019,2022-12-22,NSE,EQ,EQ,sell,False,16,746.75,76094667,1300000004634153,2022-12-22T09:43:01,11948.0,9
,THYROCARE,INE594H01019,2022-12-22,NSE,EQ,EQ,sell,False,2,746.7,76094668,1300000004634153,2022-12-22T09:43:01,1493.4,9
,THYROCARE,INE594H01019,2022-12-22,NSE,EQ,EQ,sell,False,4,746.7,76094669,1300000004634153,2022-12-22T09:43:01,2986.8,9
,THYROCARE,INE594H01019,2022-12-22,NSE,EQ,EQ,sell,False,8,746.7,76094670,1300000004634153,2022-12-22T09:43:01,5973.6,9
,THYROCARE,INE594H01019,2022-12-22,NSE,EQ,EQ,sell,False,4,746.6,76094671,1300000004634153,2022-12-22T09:43:01,2986.4,9
,THYROCARE,INE594H01019,2022-12-22,NSE,EQ,EQ,sell,False,55,746.55,76094672,1300000004634153,2022-12-22T09:43:01,41060.25,9
,THYROCARE,INE594H01019,2022-12-22,NSE,EQ,EQ,sell,False,13,746.55,76094673,1300000004634153,2022-12-22T09:43:01,9705.15,9
,FINPIPE,INE183A01024,2022-12-22,NSE,EQ,EQ,buy,False,2,179.95,26007300,1100000004957833,2022-12-22T09:43:01,359.9,9
,THYROCARE,INE594H01019,2022-12-22,NSE,EQ,EQ,sell,False,10,747.0,76094663,1300000004634153,2022-12-22T09:43:01,7470.0,9
,SOLARA,INE624Z01016,2022-12-22,NSE,EQ,EQ,sell,False,47,491.95,76094646,1300000004634118,2022-12-22T09:43:01,23121.649999999998,9
,SOLARA,INE624Z01016,2022-12-22,NSE,EQ,EQ,sell,False,32,491.5,76094647,1300000004634118,2022-12-22T09:43:01,15728.0,9
,SOLARA,INE624Z01016,2022-12-22,NSE,EQ,EQ,sell,False,2,491.45,76094648,1300000004634118,2022-12-22T09:43:01,982.9,9
,SOLARA,INE624Z01016,2022-12-22,NSE,EQ,EQ,sell,False,19,491.4,76094649,1300000004634118,2022-12-22T09:43:01,9336.6,9
,THYROCARE,INE594H01019,2022-12-22,NSE,EQ,EQ,sell,False,14,747.95,76094655,1300000004634153,2022-12-22T09:43:01,10471.300000000001,9
,THYROCARE,INE594H01019,2022-12-22,NSE,EQ,EQ,sell,False,26,747.9,76094656,1300000004634153,2022-12-22T09:43:01,19445.399999999998,9
,THYROCARE,INE594H01019,2022-12-22,NSE,EQ,EQ,sell,False,8,747.6,76094657,1300000004634153,2022-12-22T09:43:01,5980.8,9
,THYROCARE,INE594H01019,2022-12-22,NSE,EQ,EQ,sell,False,11,747.45,76094658,1300000004634153,2022-12-22T09:43:01,8221.95,9
,THYROCARE,INE594H01019,2022-12-22,NSE,EQ,EQ,sell,False,1,747.25,76094659,1300000004634153,2022-12-22T09:43:01,747.25,9
,THYROCARE,INE594H01019,2022-12-22,NSE,EQ,EQ,sell,False,71,747.2,76094660,1300000004634153,2022-12-22T09:43:01,53051.200000000004,9
,THYROCARE,INE594H01019,2022-12-22,NSE,EQ,EQ,sell,False,7,747.1,76094661,1300000004634153,2022-12-22T09:43:01,5229.7,9
,FINPIPE,INE183A01024,2022-12-22,NSE,EQ,EQ,buy,False,1100,179.8,26007777,1100000002318489,2022-12-22T09:43:02,197780.0,9
,FINPIPE,INE183A01024,2022-12-22,NSE,EQ,EQ,sell,False,100,179.35,26017847,1100000005018567,2022-12-22T09:43:24,17935.0,9
,FINPIPE,INE183A01024,2022-12-22,NSE,EQ,EQ,sell,False,1,179.4,26017843,1100000005018567,2022-12-22T09:43:24,179.4,9
,FINPIPE,INE183A01024,2022-12-22,NSE,EQ,EQ,sell,False,418,179.35,26017844,1100000005018567,2022-12-22T09:43:24,74968.3,9
,FINPIPE,INE183A01024,2022-12-22,NSE,EQ,EQ,sell,False,1,179.35,26017845,1100000005018567,2022-12-22T09:43:24,179.35,9
,FINPIPE,INE183A01024,2022-12-22,NSE,EQ,EQ,sell,False,21,179.35,26017846,1100000005018567,2022-12-22T09:43:24,3766.35,9
,FINPIPE,INE183A01024,2022-12-22,NSE,EQ,EQ,sell,False,28,179.35,26017848,1100000005018567,2022-12-22T09:43:24,5021.8,9
,FINPIPE,INE183A01024,2022-12-22,NSE,EQ,EQ,sell,False,33,179.3,26017849,1100000005018567,2022-12-22T09:43:24,5916.900000000001,9
,FINPIPE,INE183A01024,2022-12-22,NSE,EQ,EQ,sell,False,313,179.3,26017850,1100000005018567,2022-12-22T09:43:24,56120.9,9
,FINPIPE,INE183A01024,2022-12-22,NSE,EQ,EQ,sell,False,156,179.25,26017851,1100000005018567,2022-12-22T09:43:24,27963.0,9
,FINPIPE,INE183A01024,2022-12-22,NSE,EQ,EQ,sell,False,2,179.25,26017852,1100000005018567,2022-12-22T09:43:24,358.5,9
,FINPIPE,INE183A01024,2022-12-22,NSE,EQ,EQ,sell,False,27,179.25,26017853,1100000005018567,2022-12-22T09:43:24,4839.75,9
,THYROCARE,INE594H01019,2022-12-23,NSE,EQ,EQ,sell,False,7,642.15,75139214,1300000000584503,2022-12-23T09:16:47,4495.05,9
,THYROCARE,INE594H01019,2022-12-23,NSE,EQ,EQ,sell,False,13,642.1,75139215,1300000000584503,2022-12-23T09:16:47,8347.300000000001,9
,VIJAYA,INE043W01024,2022-12-23,NSE,EQ,EQ,sell,False,4,462.8,75197742,1300000000828983,2022-12-23T09:18:08,1851.2,9
,VIJAYA,INE043W01024,2022-12-23,NSE,EQ,EQ,sell,False,1,462.75,75197743,1300000000828983,2022-12-23T09:18:08,462.75,9
,VIJAYA,INE043W01024,2022-12-23,NSE,EQ,EQ,sell,False,5,462.85,75197741,1300000000828983,2022-12-23T09:18:08,2314.25,9
,THYROCARE,INE594H01019,2022-12-23,NSE,EQ,EQ,buy,False,20,648.8,75258405,1300000001076176,2022-12-23T09:19:34,12976.0,9
,THYROCARE,INE594H01019,2022-12-23,NSE,EQ,EQ,buy,False,5,648.4,75262661,1300000001095591,2022-12-23T09:19:41,3242.0,9
,THYROCARE,INE594H01019,2022-12-23,NSE,EQ,EQ,buy,False,6,648.75,75262664,1300000001095591,2022-12-23T09:19:41,3892.5,9
,THYROCARE,INE594H01019,2022-12-23,NSE,EQ,EQ,buy,False,9,648.75,75262663,1300000001095591,2022-12-23T09:19:41,5838.75,9
,THYROCARE,INE594H01019,2022-12-23,NSE,EQ,EQ,buy,False,80,648.75,75262662,1300000001095591,2022-12-23T09:19:41,51900.0,9
,THYROCARE,INE594H01019,2022-12-23,NSE,EQ,EQ,buy,False,148,653.5,75318809,1300000001309021,2022-12-23T09:21:00,96718.0,9
,THYROCARE,INE594H01019,2022-12-23,NSE,EQ,EQ,buy,False,13,654.0,75318817,1300000001309021,2022-12-23T09:21:00,8502.0,9
,THYROCARE,INE594H01019,2022-12-23,NSE,EQ,EQ,buy,False,50,654.0,75318816,1300000001309021,2022-12-23T09:21:00,32700.0,9
,THYROCARE,INE594H01019,2022-12-23,NSE,EQ,EQ,buy,False,5,654.0,75318815,1300000001309021,2022-12-23T09:21:00,3270.0,9
,THYROCARE,INE594H01019,2022-12-23,NSE,EQ,EQ,buy,False,14,653.95,75318814,1300000001309021,2022-12-23T09:21:00,9155.300000000001,9
,THYROCARE,INE594H01019,2022-12-23,NSE,EQ,EQ,buy,False,50,653.9,75318813,1300000001309021,2022-12-23T09:21:00,32695.0,9
,THYROCARE,INE594H01019,2022-12-23,NSE,EQ,EQ,buy,False,10,653.85,75318812,1300000001309021,2022-12-23T09:21:00,6538.5,9
,THYROCARE,INE594H01019,2022-12-23,NSE,EQ,EQ,buy,False,110,653.7,75318811,1300000001309021,2022-12-23T09:21:00,71907.0,9
,THYROCARE,INE594H01019,2022-12-23,NSE,EQ,EQ,buy,False,100,653.55,75318810,1300000001309021,2022-12-23T09:21:00,65354.99999999999,9
,HAPPSTMNDS,INE419U01012,2022-12-23,NSE,EQ,EQ,sell,False,5,864.1,25619973,1100000003010240,2022-12-23T09:31:08,4320.5,9
,HAPPSTMNDS,INE419U01012,2022-12-23,NSE,EQ,EQ,sell,False,5,864.05,25619974,1100000003010240,2022-12-23T09:31:08,4320.25,9
,VIJAYA,INE043W01024,2022-12-23,NSE,EQ,EQ,buy,False,7,472.15,75736423,1300000003176117,2022-12-23T09:33:18,3305.0499999999997,9
,VIJAYA,INE043W01024,2022-12-23,NSE,EQ,EQ,buy,False,3,472.15,75736424,1300000003176117,2022-12-23T09:33:18,1416.4499999999998,9
,HAPPSTMNDS,INE419U01012,2022-12-23,NSE,EQ,EQ,sell,False,35,863.6,26145520,1100000006102979,2022-12-23T09:55:08,30226.0,9
,HAPPSTMNDS,INE419U01012,2022-12-23,NSE,EQ,EQ,sell,False,3,863.75,26145516,1100000006102979,2022-12-23T09:55:08,2591.25,9
,HAPPSTMNDS,INE419U01012,2022-12-23,NSE,EQ,EQ,sell,False,1,863.75,26145517,1100000006102979,2022-12-23T09:55:08,863.75,9
,HAPPSTMNDS,INE419U01012,2022-12-23,NSE,EQ,EQ,sell,False,20,863.7,26145518,1100000006102979,2022-12-23T09:55:08,17274.0,9
,HAPPSTMNDS,INE419U01012,2022-12-23,NSE,EQ,EQ,sell,False,1,863.6,26145519,1100000006102979,2022-12-23T09:55:08,863.6,9
,HAPPSTMNDS,INE419U01012,2022-12-23,NSE,EQ,EQ,sell,False,17,863.55,26145521,1100000006102979,2022-12-23T09:55:08,14680.349999999999,9
,HAPPSTMNDS,INE419U01012,2022-12-23,NSE,EQ,EQ,sell,False,3,863.5,26145522,1100000006102979,2022-12-23T09:55:08,2590.5,9
,THYROCARE,INE594H01019,2022-12-23,NSE,EQ,EQ,sell,False,1,642.05,76668802,1300000007630948,2022-12-23T10:14:26,642.05,10
,THYROCARE,INE594H01019,2022-12-23,NSE,EQ,EQ,sell,False,15,641.15,76668820,1300000007630948,2022-12-23T10:14:26,9617.25,10
,THYROCARE,INE594H01019,2022-12-23,NSE,EQ,EQ,sell,False,63,641.15,76668819,1300000007630948,2022-12-23T10:14:26,40392.45,10
,THYROCARE,INE594H01019,2022-12-23,NSE,EQ,EQ,sell,False,74,641.2,76668818,1300000007630948,2022-12-23T10:14:26,47448.8,10
,THYROCARE,INE594H01019,2022-12-23,NSE,EQ,EQ,sell,False,20,641.3,76668817,1300000007630948,2022-12-23T10:14:26,12826.0,10
,THYROCARE,INE594H01019,2022-12-23,NSE,EQ,EQ,sell,False,1,641.3,76668816,1300000007630948,2022-12-23T10:14:26,641.3,10
,THYROCARE,INE594H01019,2022-12-23,NSE,EQ,EQ,sell,False,200,641.5,76668815,1300000007630948,2022-12-23T10:14:26,128300.0,10
,THYROCARE,INE594H01019,2022-12-23,NSE,EQ,EQ,sell,False,4,641.55,76668814,1300000007630948,2022-12-23T10:14:26,2566.2,10
,THYROCARE,INE594H01019,2022-12-23,NSE,EQ,EQ,sell,False,25,641.65,76668813,1300000007630948,2022-12-23T10:14:26,16041.25,10
,THYROCARE,INE594H01019,2022-12-23,NSE,EQ,EQ,sell,False,143,641.75,76668812,1300000007630948,2022-12-23T10:14:26,91770.25,10
,THYROCARE,INE594H01019,2022-12-23,NSE,EQ,EQ,sell,False,2,641.8,76668811,1300000007630948,2022-12-23T10:14:26,1283.6,10
,THYROCARE,INE594H01019,2022-12-23,NSE,EQ,EQ,sell,False,10,641.8,76668810,1300000007630948,2022-12-23T10:14:26,6418.0,10
,THYROCARE,INE594H01019,2022-12-23,NSE,EQ,EQ,sell,False,7,641.9,76668809,1300000007630948,2022-12-23T10:14:26,4493.3,10
,THYROCARE,INE594H01019,2022-12-23,NSE,EQ,EQ,sell,False,2,641.9,76668808,1300000007630948,2022-12-23T10:14:26,1283.8,10
,THYROCARE,INE594H01019,2022-12-23,NSE,EQ,EQ,sell,False,11,641.9,76668807,1300000007630948,2022-12-23T10:14:26,7060.9,10
,THYROCARE,INE594H01019,2022-12-23,NSE,EQ,EQ,sell,False,7,641.95,76668806,1300000007630948,2022-12-23T10:14:26,4493.650000000001,10
,THYROCARE,INE594H01019,2022-12-23,NSE,EQ,EQ,sell,False,2,641.95,76668805,1300000007630948,2022-12-23T10:14:26,1283.9,10
,THYROCARE,INE594H01019,2022-12-23,NSE,EQ,EQ,sell,False,11,642.0,76668804,1300000007630948,2022-12-23T10:14:26,7062.0,10
,THYROCARE,INE594H01019,2022-12-23,NSE,EQ,EQ,sell,False,2,642.0,76668803,1300000007630948,2022-12-23T10:14:26,1284.0,10
,HAPPSTMNDS,INE419U01012,2022-12-23,NSE,EQ,EQ,buy,False,6,856.8,26601302,1100000008545604,2022-12-23T10:17:14,5140.799999999999,10
,HAPPSTMNDS,INE419U01012,2022-12-23,NSE,EQ,EQ,buy,False,20,856.85,26601303,1100000008545604,2022-12-23T10:17:14,17137.0,10
,HAPPSTMNDS,INE419U01012,2022-12-23,NSE,EQ,EQ,buy,False,24,856.8,26601301,1100000008545604,2022-12-23T10:17:14,20563.199999999997,10
,HAPPSTMNDS,INE419U01012,2022-12-23,NSE,EQ,EQ,buy,False,40,856.75,26601300,1100000008545604,2022-12-23T10:17:14,34270.0,10
,SHILPAMED,INE790G01031,2022-12-23,NSE,EQ,EQ,sell,False,10,288.1,76806857,1300000008225619,2022-12-23T10:21:08,2881.0,10
,SHILPAMED,INE790G01031,2022-12-23,NSE,EQ,EQ,sell,False,2,286.5,76826896,1300000008308320,2022-12-23T10:22:00,573.0,10
,SHILPAMED,INE790G01031,2022-12-23,NSE,EQ,EQ,sell,False,10,286.5,76826897,1300000008308320,2022-12-23T10:22:00,2865.0,10
,SHILPAMED,INE790G01031,2022-12-23,NSE,EQ,EQ,sell,False,4,286.45,76826898,1300000008308320,2022-12-23T10:22:00,1145.8,10
,SHILPAMED,INE790G01031,2022-12-23,NSE,EQ,EQ,sell,False,13,286.45,76826899,1300000008308320,2022-12-23T10:22:00,3723.85,10
,SHILPAMED,INE790G01031,2022-12-23,NSE,EQ,EQ,sell,False,4,286.45,76826900,1300000008308320,2022-12-23T10:22:00,1145.8,10
,SHILPAMED,INE790G01031,2022-12-23,NSE,EQ,EQ,sell,False,13,286.45,76826901,1300000008308320,2022-12-23T10:22:00,3723.85,10
,SHILPAMED,INE790G01031,2022-12-23,NSE,EQ,EQ,sell,False,4,286.45,76826902,1300000008308320,2022-12-23T10:22:00,1145.8,10
,SHILPAMED,INE790G01031,2022-12-23,NSE,EQ,EQ,sell,False,13,286.45,76826903,1300000008308320,2022-12-23T10:22:00,3723.85,10
,SHILPAMED,INE790G01031,2022-12-23,NSE,EQ,EQ,sell,False,13,286.45,76826905,1300000008308320,2022-12-23T10:22:00,3723.85,10
,SHILPAMED,INE790G01031,2022-12-23,NSE,EQ,EQ,sell,False,4,286.45,76826906,1300000008308320,2022-12-23T10:22:00,1145.8,10
,SHILPAMED,INE790G01031,2022-12-23,NSE,EQ,EQ,sell,False,13,286.45,76826907,1300000008308320,2022-12-23T10:22:00,3723.85,10
,SHILPAMED,INE790G01031,2022-12-23,NSE,EQ,EQ,sell,False,4,286.45,76826908,1300000008308320,2022-12-23T10:22:00,1145.8,10
,SHILPAMED,INE790G01031,2022-12-23,NSE,EQ,EQ,sell,False,2,286.45,76826909,1300000008308320,2022-12-23T10:22:00,572.9,10
,SHILPAMED,INE790G01031,2022-12-23,NSE,EQ,EQ,sell,False,10,286.45,76826910,1300000008308320,2022-12-23T10:22:00,2864.5,10
,SHILPAMED,INE790G01031,2022-12-23,NSE,EQ,EQ,sell,False,4,286.4,76826911,1300000008308320,2022-12-23T10:22:00,1145.6,10
,SHILPAMED,INE790G01031,2022-12-23,NSE,EQ,EQ,sell,False,119,286.4,76826912,1300000008308320,2022-12-23T10:22:00,34081.6,10
,SHILPAMED,INE790G01031,2022-12-23,NSE,EQ,EQ,sell,False,419,286.4,76826913,1300000008308320,2022-12-23T10:22:00,120001.59999999999,10
,SHILPAMED,INE790G01031,2022-12-23,NSE,EQ,EQ,sell,False,4,286.45,76826904,1300000008308320,2022-12-23T10:22:00,1145.8,10
,SHILPAMED,INE790G01031,2022-12-23,NSE,EQ,EQ,sell,False,256,286.55,76826884,1300000008308320,2022-12-23T10:22:00,73356.8,10
,SHILPAMED,INE790G01031,2022-12-23,NSE,EQ,EQ,sell,False,4,286.5,76826885,1300000008308320,2022-12-23T10:22:00,1146.0,10
,SHILPAMED,INE790G01031,2022-12-23,NSE,EQ,EQ,sell,False,13,286.5,76826886,1300000008308320,2022-12-23T10:22:00,3724.5,10
,SHILPAMED,INE790G01031,2022-12-23,NSE,EQ,EQ,sell,False,4,286.5,76826887,1300000008308320,2022-12-23T10:22:00,1146.0,10
,SHILPAMED,INE790G01031,2022-12-23,NSE,EQ,EQ,sell,False,13,286.5,76826888,1300000008308320,2022-12-23T10:22:00,3724.5,10
,SHILPAMED,INE790G01031,2022-12-23,NSE,EQ,EQ,sell,False,4,286.5,76826889,1300000008308320,2022-12-23T10:22:00,1146.0,10
,SHILPAMED,INE790G01031,2022-12-23,NSE,EQ,EQ,sell,False,13,286.5,76826890,1300000008308320,2022-12-23T10:22:00,3724.5,10
,SHILPAMED,INE790G01031,2022-12-23,NSE,EQ,EQ,sell,False,4,286.5,76826891,1300000008308320,2022-12-23T10:22:00,1146.0,10
,SHILPAMED,INE790G01031,2022-12-23,NSE,EQ,EQ,sell,False,13,286.5,76826892,1300000008308320,2022-12-23T10:22:00,3724.5,10
,SHILPAMED,INE790G01031,2022-12-23,NSE,EQ,EQ,sell,False,4,286.5,76826893,1300000008308320,2022-12-23T10:22:00,1146.0,10
,SHILPAMED,INE790G01031,2022-12-23,NSE,EQ,EQ,sell,False,13,286.5,76826894,1300000008308320,2022-12-23T10:22:00,3724.5,10
,SHILPAMED,INE790G01031,2022-12-23,NSE,EQ,EQ,sell,False,4,286.5,76826895,1300000008308320,2022-12-23T10:22:00,1146.0,10
,ULTRACEMCO,INE481G01011,2022-12-23,NSE,EQ,EQ,buy,False,1,6958.0,77234582,1300000010430836,2022-12-23T10:46:03,6958.0,10
,SHILPAMED,INE790G01031,2022-12-23,NSE,EQ,EQ,buy,False,100,292.95,77616565,1300000012479594,2022-12-23T11:15:23,29295.0,11
,SHILPAMED,INE790G01031,2022-12-23,NSE,EQ,EQ,buy,False,7,292.9,77616563,1300000012479594,2022-12-23T11:15:23,2050.2999999999997,11
,SHILPAMED,INE790G01031,2022-12-23,NSE,EQ,EQ,buy,False,2,292.9,77616562,1300000012479594,2022-12-23T11:15:23,585.8,11
,SHILPAMED,INE790G01031,2022-12-23,NSE,EQ,EQ,buy,False,25,292.9,77616561,1300000012479594,2022-12-23T11:15:23,7322.499999999999,11
,SHILPAMED,INE790G01031,2022-12-23,NSE,EQ,EQ,buy,False,1,292.85,77616560,1300000012479594,2022-12-23T11:15:23,292.85,11
,SHILPAMED,INE790G01031,2022-12-23,NSE,EQ,EQ,buy,False,200,292.8,77616556,1300000012479594,2022-12-23T11:15:23,58560.0,11
,SHILPAMED,INE790G01031,2022-12-23,NSE,EQ,EQ,buy,False,10,292.8,77616557,1300000012479594,2022-12-23T11:15:23,2928.0,11
,SHILPAMED,INE790G01031,2022-12-23,NSE,EQ,EQ,buy,False,3,292.8,77616558,1300000012479594,2022-12-23T11:15:23,878.4000000000001,11
,SHILPAMED,INE790G01031,2022-12-23,NSE,EQ,EQ,buy,False,8,292.85,77616559,1300000012479594,2022-12-23T11:15:23,2342.8,11
,SHILPAMED,INE790G01031,2022-12-23,NSE,EQ,EQ,buy,False,257,293.0,77616577,1300000012479594,2022-12-23T11:15:23,75301.0,11
,SHILPAMED,INE790G01031,2022-12-23,NSE,EQ,EQ,buy,False,25,293.0,77616576,1300000012479594,2022-12-23T11:15:23,7325.0,11
,SHILPAMED,INE790G01031,2022-12-23,NSE,EQ,EQ,buy,False,50,293.0,77616575,1300000012479594,2022-12-23T11:15:23,14650.0,11
,SHILPAMED,INE790G01031,2022-12-23,NSE,EQ,EQ,buy,False,100,293.0,77616574,1300000012479594,2022-12-23T11:15:23,29300.0,11
,SHILPAMED,INE790G01031,2022-12-23,NSE,EQ,EQ,buy,False,40,293.0,77616573,1300000012479594,2022-12-23T11:15:23,11720.0,11
,SHILPAMED,INE790G01031,2022-12-23,NSE,EQ,EQ,buy,False,5,293.0,77616572,1300000012479594,2022-12-23T11:15:23,1465.0,11
,SHILPAMED,INE790G01031,2022-12-23,NSE,EQ,EQ,buy,False,3,293.0,77616571,1300000012479594,2022-12-23T11:15:23,879.0,11
,SHILPAMED,INE790G01031,2022-12-23,NSE,EQ,EQ,buy,False,10,293.0,77616570,1300000012479594,2022-12-23T11:15:23,2930.0,11
,SHILPAMED,INE790G01031,2022-12-23,NSE,EQ,EQ,buy,False,50,292.95,77616569,1300000012479594,2022-12-23T11:15:23,14647.5,11
,SHILPAMED,INE790G01031,2022-12-23,NSE,EQ,EQ,buy,False,50,292.95,77616568,1300000012479594,2022-12-23T11:15:23,14647.5,11
,SHILPAMED,INE790G01031,2022-12-23,NSE,EQ,EQ,buy,False,13,292.95,77616567,1300000012479594,2022-12-23T11:15:23,3808.35,11
,SHILPAMED,INE790G01031,2022-12-23,NSE,EQ,EQ,buy,False,50,292.95,77616566,1300000012479594,2022-12-23T11:15:23,14647.5,11
,SHILPAMED,INE790G01031,2022-12-23,NSE,EQ,EQ,buy,False,1,292.95,77616564,1300000012479594,2022-12-23T11:15:23,292.95,11
,LTIM,INE214T01019,2022-12-23,NSE,EQ,EQ,sell,False,1,4274.85,52390243,1200000012714353,2022-12-23T11:19:21,4274.85,11
,LTIM,INE214T01019,2022-12-23,NSE,EQ,EQ,sell,False,4,4274.85,52390242,1200000012714353,2022-12-23T11:19:21,17099.4,11
,LTIM,INE214T01019,2022-12-23,NSE,EQ,EQ,sell,False,5,4274.8,52390244,1200000012714353,2022-12-23T11:19:21,21374.0,11
,LTIM,INE214T01019,2022-12-23,NSE,EQ,EQ,sell,False,50,4270.0,52446020,1200000013044508,2022-12-23T11:23:57,213500.0,11
,LTIM,INE214T01019,2022-12-23,NSE,EQ,EQ,buy,False,4,4239.1,52787932,1200000014852935,2022-12-23T11:47:30,16956.4,11
,LTIM,INE214T01019,2022-12-23,NSE,EQ,EQ,buy,False,9,4238.5,52787926,1200000014852935,2022-12-23T11:47:30,38146.5,11
,LTIM,INE214T01019,2022-12-23,NSE,EQ,EQ,buy,False,1,4238.5,52787927,1200000014852935,2022-12-23T11:47:30,4238.5,11
,LTIM,INE214T01019,2022-12-23,NSE,EQ,EQ,buy,False,17,4239.15,52787933,1200000014852935,2022-12-23T11:47:30,72065.54999999999,11
,LTIM,INE214T01019,2022-12-23,NSE,EQ,EQ,buy,False,1,4238.5,52787928,1200000014852935,2022-12-23T11:47:30,4238.5,11
,LTIM,INE214T01019,2022-12-23,NSE,EQ,EQ,buy,False,6,4238.5,52787929,1200000014852935,2022-12-23T11:47:30,25431.0,11
,LTIM,INE214T01019,2022-12-23,NSE,EQ,EQ,buy,False,7,4238.6,52787930,1200000014852935,2022-12-23T11:47:30,29670.200000000004,11
,LTIM,INE214T01019,2022-12-23,NSE,EQ,EQ,buy,False,15,4239.0,52787931,1200000014852935,2022-12-23T11:47:30,63585.0,11
,MARUTI,INE585B01010,2022-12-23,NSE,EQ,EQ,sell,False,50,8181.05,52888724,1200000015349179,2022-12-23T11:53:51,409052.5,11
,MARUTI,INE585B01010,2022-12-23,NSE,EQ,EQ,buy,False,1,8202.0,53122599,1200000016707486,2022-12-23T12:11:51,8202.0,12
,MARUTI,INE585B01010,2022-12-23,NSE,EQ,EQ,buy,False,2,8202.0,53122598,1200000016707486,2022-12-23T12:11:51,16404.0,12
,MARUTI,INE585B01010,2022-12-23,NSE,EQ,EQ,buy,False,7,8201.95,53122597,1200000016707486,2022-12-23T12:11:51,57413.65000000001,12
,MARUTI,INE585B01010,2022-12-23,NSE,EQ,EQ,buy,False,15,8201.3,53122593,1200000016707486,2022-12-23T12:11:51,123019.49999999999,12
,MARUTI,INE585B01010,2022-12-23,NSE,EQ,EQ,buy,False,10,8201.35,53122594,1200000016707486,2022-12-23T12:11:51,82013.5,12
,MARUTI,INE585B01010,2022-12-23,NSE,EQ,EQ,buy,False,5,8201.5,53122595,1200000016707486,2022-12-23T12:11:51,41007.5,12
